# Constructed from biom file
#OTU ID	1200614400	1200700800	1200787200	1200873600	1200960000	1201046400	1201132800	1201219200	1201305600	1201392000	1201478400	1201564800	1201651200	1201737600	1201824000	1201910400	1202083200	1202169600	1202256000	1202342400	1202428800	1202515200	1202601600	1202774400	1203033600	1203120000	1203206400	1203292800	1203379200	1203465600	1203552000	1203724800	1203811200	1203984000	1204156800	1204243200	1204502400	1204588800	1204675200	1204848000	1203638400	1202860800	1204761600	1202947200	1201996800	1203897600	1204070400	1204329600	1202688000	1204416000
denovo56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2339949	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	31.0	10.0	44.0	53.5	40.0	39.5	1.0	35.0	39.0	35.0	91.0	47.0	7.0	11.0	0.0	20.029580152671752	0.37191001625181763	8.458333333333334	1.632708921392524	0.0	38.04794520547945	37.0	84.76146190243107	0.0	68.74514602708435
310979	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25925925925925924	0.0	0.7407407407407407
875451	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1050608	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
145619	274.0	439.0	340.0	440.0	21.0	120.5	4.0	169.0	766.0	1049.0	973.0	871.0	1.0	7.0	25.0	23.0	221.0	1.0	0.0	0.0	7.0	25.5	11.0	14.0	4.5	83.0	37.0	143.0	81.0	50.0	15.5	0.0	38.0	1.0	42.0	47.0	20.0	0.0	0.0	0.0	4.346357850070722	11.537037037037038	0.0	6.962962962962963	122.0	19.5	19.617346938775512	42.94478527607362	12.5	32.889570552147234
127870	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2480553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4454432	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	2.0	2.5	4.0	0.0	4.5	13.0	3.0	0.0	18.0	23.0	7.5	0.0	0.0	0.0	0.0	4.0	8.0	3.0	0.0	1.0	2.1304179566563466	0.5251572327044024	0.12499999999999999	2.050314465408805	0.5000000000000001	0.0	0.0	6.006734006734007	2.0000000000000004	7.447811447811448
358030	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999998	0.0	0.0	0.0	0.0	0.0
